αποκοτιά	2
γυναίκειο	2
πολεμόχαροι	2
δούλους	2
ευχή	2
βουβή	2
πλούσια	2
τραπέζια	2
γένηκε	2
τέχνες	2
λείπη	2
φανερό	2
ήρθα	2
καλές	2
πήραν	2
καθαρά	2
κεφαλής	2
καπνούς	2
στέργω	2
τανέμου	2
πήρες	2
φτάση	2
λαμπρή	2
ίδα	2
φωτιές	2
ερμή	2
κείθε	2
βίγλες	2
βαριά	2
ρέμμα	2
σκοπούς	2
φεγγάρι	2
ζήλο	2
κοιτάζουν	2
γειτονικές	2
ίδας	2
νόμους	2
παίρνη	2
τελευταίος	2
θαυμάζω	2
αχαιών	2
νικητών	2
νικημένων	2
ξεφωνητά	2
μοίρας	2
αδερφών	2
γέροι	2
τάξη	2
γλυτωμένοι	2
πολιούχους	2
πιάση	2
τόσους	2
κόπους	2
πλεμμάτια	2
γυρεύη	2
δοξάρι	2
λέη	2
θείο	2
νωρίς	2
χρυσάφι	2
φρόνιμος	2
δίκης	2
σπρώχνει	2
ανάβει	2
κρύβεται	2
βγαίνει	2
καταραμένη	2
τρέχει	2
ψεύτικο	2
μωρό	2
ντροπιάση	2
παρακάλια	2
ψωμί	2
αφίνοντας	2
ασπίδων	2
αφανισμό	2
προφήτες	2
χνάρια	2
αποθυμιά	2
ύπνου	2
άλλες	2
αβάσταγο	2
πένθος	2
θλίψη	2
μοναχά	2
καθενός	2
λεβέτια	2
κρυφά	2
φθόνος	2
έχθρητα	2
κρύβει	2
απλέρωτη	2
αφίνουν	2
